gameid,year,round,date,hometeam,awayteam,hometeamscoreft,awayteamscoreft,venue,attendance,maxtemp,mintemp,rainfall
2022R2003,2022,R20,2022-07-30,Sydney,Greater Western Sydney,17.1,5.9,S.C.G.,31916.0,17.3,5.1,0.0
2022R2004,2022,R20,2022-07-30,St Kilda,Hawthorn,10.15,9.9,Docklands,25348.0,12.4,-1.2,0.0
2022R2005,2022,R20,2022-07-30,Geelong,Western Bulldogs,14.1,9.12,Kardinia Park,22106.0,14.3,-0.4,0.0
2022R2006,2022,R20,2022-07-30,Adelaide,Carlton,12.12,8.7,Adelaide Oval,35666.0,15.8,9.6,0.0
2022R2007,2022,R20,2022-07-31,Gold Coast,West Coast,16.11,16.8,Carrara,8282.0,19.4,12.9,5.2
2022R2008,2022,R20,2022-07-31,Richmond,Brisbane Lions,15.14,14.13,M.C.G.,39056.0,14.1,6.8,0.0
2022R2009,2022,R20,2022-07-31,Essendon,North Melbourne,17.12,9.12,Docklands,29549.0,14.1,6.8,0.0
2022R2101,2022,R21,2022-08-05,Melbourne,Collingwood,13.11,15.6,M.C.G.,70596.0,14.3,11.3,0.0
2022R2102,2022,R21,2022-08-06,Hawthorn,Gold Coast,10.1,8.15,York Park,9022.0,12.9,3.2,1.8
2022R2103,2022,R21,2022-08-06,Greater Western Sydney,Essendon,14.12,10.9,Sydney Showground,7772.0,20.5,10.2,0.0
2022R2104,2022,R21,2022-08-06,Western Bulldogs,Fremantle,11.12,14.11,Docklands,24130.0,14.2,6.8,5.0
2022R2105,2022,R21,2022-08-06,Geelong,St Kilda,17.8,10.5,Kardinia Park,20583.0,14.4,4.7,2.6
2022R2106,2022,R21,2022-08-06,Port Adelaide,Richmond,10.11,16.13,Adelaide Oval,27091.0,14.8,10.4,9.4
2022R2107,2022,R21,2022-08-07,North Melbourne,Sydney,13.1,18.18,Docklands,19091.0,14.3,7.6,1.6
2022R2108,2022,R21,2022-08-07,Brisbane Lions,Carlton,17.12,12.9,Gabba,31011.0,21.9,10.8,0.2
2022R2109,2022,R21,2022-08-07,West Coast,Adelaide,13.8,16.6,Perth Stadium,50117.0,18.2,12.0,15.6
2022R2201,2022,R22,2022-08-12,St Kilda,Brisbane Lions,9.12,12.9,Docklands,22211.0,15.2,10.2,1.4
2022R2202,2022,R22,2022-08-13,Western Bulldogs,Greater Western Sydney,9.8,8.9,Docklands,18301.0,16.9,5.5,0.1
2022R2203,2022,R22,2022-08-13,Adelaide,North Melbourne,15.13,10.14,Adelaide Oval,28802.0,14.5,9.8,6.4
2022R2204,2022,R22,2022-08-13,Gold Coast,Geelong,9.5,18.11,Carrara,14728.0,17.5,15.6,1.2
2022R2205,2022,R22,2022-08-13,Melbourne,Carlton,11.13,10.14,M.C.G.,55705.0,16.9,5.5,0.1
2022R2206,2022,R22,2022-08-13,Fremantle,West Coast,9.17,7.5,Perth Stadium,53818.0,17.9,11.0,0.0
2022R2207,2022,R22,2022-08-14,Richmond,Hawthorn,20.8,9.13,M.C.G.,59338.0,14.7,7.2,0.0
2022R2208,2022,R22,2022-08-14,Sydney,Collingwood,11.11,7.8,S.C.G.,44659.0,18.6,10.4,0.0
2022R2209,2022,R22,2022-08-14,Essendon,Port Adelaide,9.8,23.8,Docklands,20568.0,14.7,7.2,0.0
2022R2301,2022,R23,2022-08-19,Brisbane Lions,Melbourne,8.9,18.7,Gabba,32172.0,28.1,8.4,0.0
2022R2302,2022,R23,2022-08-20,Greater Western Sydney,Fremantle,10.9,13.11,Manuka Oval,7338.0,13.0,4.4,1.0
2022R2303,2022,R23,2022-08-20,North Melbourne,Gold Coast,6.11,16.18,Docklands,14196.0,13.2,9.7,5.6
2022R2304,2022,R23,2022-08-20,Geelong,West Coast,19.17,7.4,Kardinia Park,21098.0,13.7,8.9,2.8
2022R2305,2022,R23,2022-08-20,Essendon,Richmond,11.9,21.15,M.C.G.,58366.0,13.2,9.7,5.6
2022R2306,2022,R23,2022-08-20,Port Adelaide,Adelaide,16.15,7.13,Adelaide Oval,50090.0,15.1,12.4,0.0
2022R2307,2022,R23,2022-08-21,Hawthorn,Western Bulldogs,10.4,12.15,York Park,13105.0,12.1,1.5,0.0
2022R2308,2022,R23,2022-08-21,Carlton,Collingwood,10.14,11.9,M.C.G.,88287.0,14.2,6.3,0.1
2022R2309,2022,R23,2022-08-21,St Kilda,Sydney,11.8,13.1,Docklands,23344.0,14.2,6.3,0.1
2022EF01,2022,EF,2022-09-01,Brisbane Lions,Richmond,16.1,16.8,Gabba,35013.0,22.8,13.3,0.0
2022QF01,2022,QF,2022-09-02,Melbourne,Sydney,10.9,14.7,M.C.G.,78377.0,12.5,7.0,4.2
2022EF02,2022,EF,2022-09-03,Fremantle,Western Bulldogs,11.7,8.12,Perth Stadium,58982.0,16.1,11.7,7.6
2022QF02,2022,QF,2022-09-03,Geelong,Collingwood,11.12,10.12,M.C.G.,91525.0,14.7,4.6,0.0
2022SF01,2022,SF,2022-09-09,Melbourne,Brisbane Lions,11.13,14.8,M.C.G.,62162.0,20.5,10.8,0.6
2022SF02,2022,SF,2022-09-10,Collingwood,Fremantle,11.13,9.5,M.C.G.,90612.0,16.1,10.2,6.2
2022PF01,2022,PF,2022-09-16,Geelong,Brisbane Lions,18.12,7.7,M.C.G.,77677.0,17.0,10.0,0.0
2022PF02,2022,PF,2022-09-17,Sydney,Collingwood,14.11,14.1,S.C.G.,45608.0,23.0,15.3,0.1
2022GF01,2022,GF,2022-09-24,Geelong,Sydney,20.13,8.4,M.C.G.,100024.0,14.9,7.5,0.0
